Customer ID,Age,Purchase Amount (USD),Review Rating,Previous Purchases,Age Group,Spending Tier,Rating Category,Loyalty Level,Gender,Item Purchased,Category,Location,Location Code,Size,Color,Season,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Payment Method,Frequency of Purchases
2027,37,35,3.6,45,33-37,35-39,3.5-3.9,41-45,Male,Scarf,Accessories,Maine,ME,M,Orange,Winter,No,Express,No,No,Bank Transfer,Every 3 Months
2028,50,73,4.8,50,48-52,70-74,4.5-5.0,46-50,Male,Shoes,Footwear,Nebraska,NE,S,Gold,Fall,No,Standard,No,No,Credit Card,Every 3 Months
2029,29,84,3.7,10,28-32,80-84,3.5-3.9,6-10,Male,Shoes,Footwear,Ohio,OH,XL,Purple,Fall,No,2-Day Shipping,No,No,Venmo,Bi-Weekly
2030,25,23,4.6,40,23-27,20-24,4.5-5.0,36-40,Male,Scarf,Accessories,Montana,MT,M,Pink,Spring,No,Next Day Air,No,No,PayPal,Quarterly
2031,66,67,2.8,38,63-67,65-69,2.5-2.9,36-40,Male,Sunglasses,Accessories,New Mexico,NM,S,Green,Summer,No,Standard,No,No,Credit Card,Monthly
2032,21,51,4.0,2,18-22,50-54,4.0-4.4,1-5,Male,Socks,Clothing,North Carolina,NC,L,Charcoal,Spring,No,Standard,No,No,Credit Card,Monthly
2033,46,36,4.2,13,43-47,35-39,4.0-4.4,11-15,Male,Blouse,Clothing,South Carolina,SC,M,Maroon,Winter,No,Next Day Air,No,No,Cash,Annually
2034,57,55,3.6,33,53-57,55-59,3.5-3.9,31-35,Male,Jeans,Clothing,Illinois,IL,L,Olive,Summer,No,Express,No,No,Venmo,Annually
2035,61,30,2.9,27,58-62,30-34,2.5-2.9,26-30,Male,Shorts,Clothing,Alabama,AL,M,Peach,Spring,No,Store Pickup,No,No,PayPal,Monthly
2036,53,70,4.1,43,53-57,70-74,4.0-4.4,41-45,Male,T-shirt,Clothing,Oklahoma,OK,S,Yellow,Summer,No,Express,No,No,Bank Transfer,Weekly
2037,37,63,3.1,46,33-37,60-64,3.0-3.4,46-50,Male,Blouse,Clothing,Minnesota,MN,S,Lavender,Winter,No,Next Day Air,No,No,Cash,Weekly
2038,39,87,4.3,7,38-42,85-89,4.0-4.4,6-10,Male,Belt,Accessories,Illinois,IL,S,Green,Summer,No,Express,No,No,Venmo,Bi-Weekly
2039,53,70,4.4,35,53-57,70-74,4.0-4.4,31-35,Male,Blouse,Clothing,Arkansas,AR,L,Orange,Spring,No,Next Day Air,No,No,Credit Card,Fortnightly
2040,35,51,3.1,31,33-37,50-54,3.0-3.4,31-35,Male,T-shirt,Clothing,Minnesota,MN,M,Olive,Spring,No,Next Day Air,No,No,Debit Card,Bi-Weekly
2041,69,25,2.9,42,68-70,25-29,2.5-2.9,41-45,Male,Jewelry,Accessories,South Carolina,SC,XL,Gray,Spring,No,Free Shipping,No,No,Venmo,Quarterly
2042,66,32,3.2,14,63-67,30-34,3.0-3.4,11-15,Male,Jacket,Outerwear,New York,NY,S,Lavender,Winter,No,Next Day Air,No,No,PayPal,Bi-Weekly
2043,19,52,4.0,35,18-22,50-54,4.0-4.4,31-35,Male,Shoes,Footwear,Alabama,AL,M,Red,Spring,No,2-Day Shipping,No,No,Venmo,Monthly
2044,47,33,2.7,49,43-47,30-34,2.5-2.9,46-50,Male,Gloves,Accessories,New York,NY,M,Charcoal,Summer,No,Standard,No,No,PayPal,Weekly
2045,49,68,3.0,17,48-52,65-69,3.0-3.4,16-20,Male,Jeans,Clothing,Missouri,MO,L,Orange,Spring,No,Free Shipping,No,No,PayPal,Fortnightly
2046,31,20,4.4,26,28-32,20-24,4.0-4.4,26-30,Male,Jewelry,Accessories,Georgia,GA,M,Red,Fall,No,Express,No,No,PayPal,Quarterly
2047,39,32,2.8,30,38-42,30-34,2.5-2.9,26-30,Male,Pants,Clothing,Oklahoma,OK,M,Maroon,Winter,No,Free Shipping,No,No,Cash,Every 3 Months
2048,58,82,3.1,32,58-62,80-84,3.0-3.4,31-35,Male,Jewelry,Accessories,Connecticut,CT,M,Silver,Summer,No,Store Pickup,No,No,Cash,Annually
2049,45,64,3.9,35,43-47,60-64,3.5-3.9,31-35,Male,Sneakers,Footwear,Michigan,MI,XL,Pink,Winter,No,Express,No,No,Bank Transfer,Quarterly
2050,68,24,2.7,15,68-70,20-24,2.5-2.9,11-15,Male,Boots,Footwear,Rhode Island,RI,L,Blue,Fall,No,Standard,No,No,Venmo,Annually
2051,35,96,3.4,10,33-37,95-100,3.0-3.4,6-10,Male,Hat,Accessories,Mississippi,MS,M,Teal,Summer,No,Store Pickup,No,No,Debit Card,Annually
2052,65,94,3.8,14,63-67,90-94,3.5-3.9,11-15,Male,T-shirt,Clothing,Massachusetts,MA,L,Black,Spring,No,Free Shipping,No,No,Credit Card,Monthly
2053,45,48,3.7,30,43-47,45-49,3.5-3.9,26-30,Male,Backpack,Accessories,New Hampshire,NH,M,Gray,Winter,No,2-Day Shipping,No,No,Bank Transfer,Annually
2054,19,60,4.5,16,18-22,60-64,4.5-5.0,16-20,Male,Sunglasses,Accessories,Wyoming,WY,S,Purple,Spring,No,2-Day Shipping,No,No,Credit Card,Fortnightly
2055,65,56,2.9,14,63-67,55-59,2.5-2.9,11-15,Male,Sweater,Clothing,New Jersey,NJ,XL,Gold,Spring,No,Express,No,No,PayPal,Annually
2056,28,33,3.4,28,28-32,30-34,3.0-3.4,26-30,Male,Handbag,Accessories,Texas,TX,M,Silver,Fall,No,2-Day Shipping,No,No,Bank Transfer,Weekly
2057,55,46,4.4,29,53-57,45-49,4.0-4.4,26-30,Male,Backpack,Accessories,Minnesota,MN,L,Blue,Spring,No,2-Day Shipping,No,No,PayPal,Monthly
2058,66,37,4.2,5,63-67,35-39,4.0-4.4,1-5,Male,Socks,Clothing,South Dakota,SD,L,Yellow,Spring,No,Standard,No,No,PayPal,Every 3 Months
2059,29,98,3.3,17,28-32,95-100,3.0-3.4,16-20,Male,Shirt,Clothing,Washington,WA,M,Brown,Winter,No,Store Pickup,No,No,Bank Transfer,Quarterly
2060,56,50,3.7,50,53-57,50-54,3.5-3.9,46-50,Male,Shorts,Clothing,California,CA,XL,Beige,Spring,No,Express,No,No,PayPal,Weekly
2061,21,63,3.2,23,18-22,60-64,3.0-3.4,21-25,Male,Belt,Accessories,Wisconsin,WI,M,Blue,Fall,No,Next Day Air,No,No,Bank Transfer,Quarterly
2062,32,70,2.6,22,28-32,70-74,2.5-2.9,21-25,Male,Sweater,Clothing,Michigan,MI,S,Magenta,Summer,No,Store Pickup,No,No,Debit Card,Annually
2063,54,63,2.8,15,53-57,60-64,2.5-2.9,11-15,Male,Coat,Outerwear,South Carolina,SC,L,Silver,Fall,No,Standard,No,No,Cash,Quarterly
2064,61,86,2.9,32,58-62,85-89,2.5-2.9,31-35,Male,Shorts,Clothing,Indiana,IN,M,Cyan,Fall,No,Standard,No,No,Cash,Monthly
2065,31,99,4.0,5,28-32,95-100,4.0-4.4,1-5,Male,Shoes,Footwear,Arkansas,AR,M,Green,Summer,No,2-Day Shipping,No,No,Bank Transfer,Monthly
2066,27,40,2.9,6,23-27,40-44,2.5-2.9,6-10,Male,Sneakers,Footwear,Oregon,OR,M,Blue,Spring,No,Free Shipping,No,No,Bank Transfer,Bi-Weekly
2067,64,92,4.7,44,63-67,90-94,4.5-5.0,41-45,Male,Sneakers,Footwear,Illinois,IL,M,Olive,Fall,No,Store Pickup,No,No,Debit Card,Fortnightly
2068,60,21,3.1,23,58-62,20-24,3.0-3.4,21-25,Male,Pants,Clothing,Maryland,MD,XL,Beige,Fall,No,2-Day Shipping,No,No,Cash,Fortnightly
2069,70,81,3.9,44,68-70,80-84,3.5-3.9,41-45,Male,Jewelry,Accessories,Vermont,VT,XL,Black,Summer,No,Store Pickup,No,No,Venmo,Monthly
2070,36,82,3.4,3,33-37,80-84,3.0-3.4,1-5,Male,T-shirt,Clothing,Texas,TX,M,Indigo,Fall,No,Free Shipping,No,No,Debit Card,Quarterly
2071,56,88,3.1,14,53-57,85-89,3.0-3.4,11-15,Male,Jewelry,Accessories,Nebraska,NE,XL,Red,Spring,No,Express,No,No,Cash,Monthly
2072,69,100,4.8,37,68-70,95-100,4.5-5.0,36-40,Male,Jacket,Outerwear,South Carolina,SC,S,Yellow,Fall,No,Store Pickup,No,No,PayPal,Quarterly
2073,39,66,3.9,22,38-42,65-69,3.5-3.9,21-25,Male,Backpack,Accessories,Massachusetts,MA,M,Beige,Winter,No,Next Day Air,No,No,Bank Transfer,Weekly
2074,38,25,3.5,2,38-42,25-29,3.5-3.9,1-5,Male,Belt,Accessories,Texas,TX,S,Green,Winter,No,Next Day Air,No,No,PayPal,Every 3 Months
2075,36,53,3.1,44,33-37,50-54,3.0-3.4,41-45,Male,Scarf,Accessories,Florida,FL,M,White,Summer,No,Free Shipping,No,No,Debit Card,Fortnightly
2076,46,28,4.7,49,43-47,25-29,4.5-5.0,46-50,Male,Sweater,Clothing,South Carolina,SC,S,Turquoise,Fall,No,Express,No,No,Debit Card,Monthly
2077,59,23,4.6,22,58-62,20-24,4.5-5.0,21-25,Male,Gloves,Accessories,Florida,FL,S,Indigo,Fall,No,Free Shipping,No,No,Debit Card,Bi-Weekly
2078,64,34,3.3,26,63-67,30-34,3.0-3.4,26-30,Male,Scarf,Accessories,Nebraska,NE,L,Orange,Fall,No,Free Shipping,No,No,Bank Transfer,Annually
2079,49,42,3.2,40,48-52,40-44,3.0-3.4,36-40,Male,Dress,Clothing,Hawaii,HI,M,Blue,Spring,No,Next Day Air,No,No,Debit Card,Weekly
2080,32,24,3.1,16,28-32,20-24,3.0-3.4,16-20,Male,Jeans,Clothing,Montana,MT,L,Violet,Summer,No,Next Day Air,No,No,PayPal,Quarterly
2081,29,47,3.5,17,28-32,45-49,3.5-3.9,16-20,Male,Sunglasses,Accessories,South Dakota,SD,S,Gray,Fall,No,Free Shipping,No,No,Debit Card,Bi-Weekly
2082,24,78,4.3,48,23-27,75-79,4.0-4.4,46-50,Male,Coat,Outerwear,Alabama,AL,S,Cyan,Spring,No,Standard,No,No,Bank Transfer,Bi-Weekly
2083,41,89,2.9,28,38-42,85-89,2.5-2.9,26-30,Male,Jeans,Clothing,Arkansas,AR,M,Yellow,Summer,No,Free Shipping,No,No,Venmo,Every 3 Months
2084,41,59,2.7,26,38-42,55-59,2.5-2.9,26-30,Male,Scarf,Accessories,Mississippi,MS,L,Orange,Fall,No,Store Pickup,No,No,Credit Card,Fortnightly
2085,32,94,4.0,43,28-32,90-94,4.0-4.4,41-45,Male,Blouse,Clothing,Vermont,VT,S,Brown,Summer,No,Standard,No,No,Bank Transfer,Quarterly
2086,69,49,4.6,38,68-70,45-49,4.5-5.0,36-40,Male,Jeans,Clothing,New York,NY,M,Teal,Fall,No,Free Shipping,No,No,Debit Card,Weekly
2087,65,89,4.7,36,63-67,85-89,4.5-5.0,36-40,Male,Dress,Clothing,North Dakota,ND,L,Beige,Summer,No,2-Day Shipping,No,No,Cash,Every 3 Months
2088,54,91,4.7,1,53-57,90-94,4.5-5.0,1-5,Male,Hat,Accessories,Wisconsin,WI,M,Blue,Summer,No,Standard,No,No,Credit Card,Weekly
2089,39,89,4.0,49,38-42,85-89,4.0-4.4,46-50,Male,Sandals,Footwear,California,CA,L,Orange,Spring,No,Standard,No,No,Debit Card,Annually
2090,37,57,3.6,41,33-37,55-59,3.5-3.9,41-45,Male,Jacket,Outerwear,Maryland,MD,L,Gold,Spring,No,Free Shipping,No,No,Credit Card,Every 3 Months
2091,51,71,3.4,21,48-52,70-74,3.0-3.4,21-25,Male,Socks,Clothing,Massachusetts,MA,S,Teal,Winter,No,Free Shipping,No,No,Debit Card,Monthly
2092,26,97,3.0,24,23-27,95-100,3.0-3.4,21-25,Male,Jeans,Clothing,Washington,WA,XL,Beige,Fall,No,Next Day Air,No,No,Bank Transfer,Quarterly
2093,42,45,2.6,27,38-42,45-49,2.5-2.9,26-30,Male,Sandals,Footwear,Minnesota,MN,M,Silver,Fall,No,Next Day Air,No,No,Bank Transfer,Weekly
2094,21,91,4.2,4,18-22,90-94,4.0-4.4,1-5,Male,Dress,Clothing,Washington,WA,M,Maroon,Spring,No,Store Pickup,No,No,Debit Card,Annually
2095,53,25,3.4,19,53-57,25-29,3.0-3.4,16-20,Male,Socks,Clothing,South Carolina,SC,M,Indigo,Spring,No,Standard,No,No,Venmo,Annually
2096,36,63,4.0,1,33-37,60-64,4.0-4.4,1-5,Male,Hoodie,Clothing,New Mexico,NM,M,Gray,Fall,No,Store Pickup,No,No,Bank Transfer,Fortnightly
2097,21,52,4.7,27,18-22,50-54,4.5-5.0,26-30,Male,Dress,Clothing,North Carolina,NC,L,Blue,Summer,No,Free Shipping,No,No,Debit Card,Annually
2098,33,43,3.9,5,33-37,40-44,3.5-3.9,1-5,Male,Sneakers,Footwear,Iowa,IA,S,Cyan,Winter,No,Next Day Air,No,No,Credit Card,Weekly
2099,49,28,3.3,20,48-52,25-29,3.0-3.4,16-20,Male,T-shirt,Clothing,Louisiana,LA,M,White,Summer,No,2-Day Shipping,No,No,Venmo,Quarterly
2100,31,78,2.9,50,28-32,75-79,2.5-2.9,46-50,Male,T-shirt,Clothing,Oklahoma,OK,L,Green,Summer,No,Express,No,No,PayPal,Annually
2101,68,31,4.4,36,68-70,30-34,4.0-4.4,36-40,Male,Sweater,Clothing,Michigan,MI,M,Silver,Spring,No,Free Shipping,No,No,Cash,Fortnightly
2102,49,23,3.6,12,48-52,20-24,3.5-3.9,11-15,Male,Shirt,Clothing,Oregon,OR,M,Blue,Winter,No,Next Day Air,No,No,Bank Transfer,Bi-Weekly
2103,23,25,4.5,23,23-27,25-29,4.5-5.0,21-25,Male,Hat,Accessories,Idaho,ID,M,Brown,Spring,No,Store Pickup,No,No,Cash,Monthly
2104,30,86,3.7,21,28-32,85-89,3.5-3.9,21-25,Male,Pants,Clothing,Indiana,IN,S,Red,Summer,No,Store Pickup,No,No,Venmo,Weekly
2105,53,88,2.8,47,53-57,85-89,2.5-2.9,46-50,Male,Shoes,Footwear,New Mexico,NM,M,Gold,Spring,No,Free Shipping,No,No,Venmo,Weekly
2106,65,35,4.5,38,63-67,35-39,4.5-5.0,36-40,Male,Gloves,Accessories,South Carolina,SC,M,Silver,Spring,No,Free Shipping,No,No,Venmo,Bi-Weekly
2107,60,34,4.4,40,58-62,30-34,4.0-4.4,36-40,Male,Jewelry,Accessories,Vermont,VT,M,Gray,Fall,No,Standard,No,No,Credit Card,Every 3 Months
2108,46,75,3.3,35,43-47,75-79,3.0-3.4,31-35,Male,Pants,Clothing,Delaware,DE,M,Black,Winter,No,Standard,No,No,PayPal,Quarterly
2109,54,46,4.2,4,53-57,45-49,4.0-4.4,1-5,Male,Hoodie,Clothing,North Dakota,ND,XL,Beige,Winter,No,Express,No,No,Credit Card,Quarterly
2110,59,31,2.7,28,58-62,30-34,2.5-2.9,26-30,Male,Jewelry,Accessories,California,CA,L,Peach,Fall,No,Free Shipping,No,No,Venmo,Every 3 Months
2111,52,93,3.9,36,48-52,90-94,3.5-3.9,36-40,Male,Socks,Clothing,Montana,MT,L,Cyan,Spring,No,Store Pickup,No,No,Debit Card,Every 3 Months
2112,41,85,2.6,15,38-42,85-89,2.5-2.9,11-15,Male,Sunglasses,Accessories,Missouri,MO,XL,Pink,Spring,No,Free Shipping,No,No,Bank Transfer,Annually
2113,43,68,4.5,7,43-47,65-69,4.5-5.0,6-10,Male,Belt,Accessories,Tennessee,TN,M,Lavender,Fall,No,2-Day Shipping,No,No,Cash,Fortnightly
2114,63,40,2.7,29,63-67,40-44,2.5-2.9,26-30,Male,Dress,Clothing,Virginia,VA,M,Brown,Spring,No,Store Pickup,No,No,PayPal,Every 3 Months
2115,37,51,2.9,12,33-37,50-54,2.5-2.9,11-15,Male,Shirt,Clothing,Vermont,VT,M,Magenta,Winter,No,Standard,No,No,Debit Card,Annually
2116,44,85,3.4,16,43-47,85-89,3.0-3.4,16-20,Male,Scarf,Accessories,Rhode Island,RI,M,Violet,Winter,No,Store Pickup,No,No,Bank Transfer,Bi-Weekly
2117,67,23,2.9,50,63-67,20-24,2.5-2.9,46-50,Male,Jacket,Outerwear,Kansas,KS,M,Teal,Summer,No,Express,No,No,Debit Card,Bi-Weekly
2118,27,28,3.8,11,23-27,25-29,3.5-3.9,11-15,Male,Dress,Clothing,Colorado,CO,L,Brown,Summer,No,Free Shipping,No,No,Debit Card,Annually
2119,60,44,4.2,28,58-62,40-44,4.0-4.4,26-30,Male,Socks,Clothing,Georgia,GA,M,Olive,Fall,No,2-Day Shipping,No,No,Debit Card,Quarterly
2120,58,57,3.5,36,58-62,55-59,3.5-3.9,36-40,Male,Jewelry,Accessories,Nebraska,NE,M,Indigo,Spring,No,Store Pickup,No,No,Venmo,Bi-Weekly
2121,53,98,3.1,38,53-57,95-100,3.0-3.4,36-40,Male,Scarf,Accessories,Missouri,MO,S,Red,Fall,No,Next Day Air,No,No,PayPal,Quarterly
2122,43,68,3.5,32,43-47,65-69,3.5-3.9,31-35,Male,Backpack,Accessories,Alaska,AK,M,Olive,Winter,No,2-Day Shipping,No,No,Bank Transfer,Monthly
2123,32,36,4.0,42,28-32,35-39,4.0-4.4,41-45,Male,Jacket,Outerwear,Virginia,VA,L,Teal,Fall,No,Express,No,No,Debit Card,Weekly
2124,54,71,3.7,22,53-57,70-74,3.5-3.9,21-25,Male,Coat,Outerwear,Nebraska,NE,L,Cyan,Spring,No,Express,No,No,Debit Card,Bi-Weekly
2125,47,60,4.2,22,43-47,60-64,4.0-4.4,21-25,Male,Skirt,Clothing,Rhode Island,RI,M,Teal,Fall,No,Next Day Air,No,No,Venmo,Quarterly
2126,57,87,4.8,31,53-57,85-89,4.5-5.0,31-35,Male,Coat,Outerwear,New Hampshire,NH,M,Beige,Fall,No,Store Pickup,No,No,PayPal,Quarterly
2127,63,38,4.1,28,63-67,35-39,4.0-4.4,26-30,Male,Shoes,Footwear,Alabama,AL,XL,Magenta,Winter,No,Express,No,No,Credit Card,Monthly
2128,70,45,4.5,40,68-70,45-49,4.5-5.0,36-40,Male,Boots,Footwear,North Carolina,NC,M,Indigo,Spring,No,2-Day Shipping,No,No,Debit Card,Weekly
2129,62,47,2.7,21,58-62,45-49,2.5-2.9,21-25,Male,Coat,Outerwear,New Mexico,NM,L,Cyan,Fall,No,2-Day Shipping,No,No,PayPal,Weekly
2130,40,57,2.8,12,38-42,55-59,2.5-2.9,11-15,Male,Skirt,Clothing,Minnesota,MN,L,Orange,Fall,No,Store Pickup,No,No,PayPal,Every 3 Months
2131,25,68,3.7,33,23-27,65-69,3.5-3.9,31-35,Male,Backpack,Accessories,Arizona,AZ,L,Violet,Summer,No,Free Shipping,No,No,Credit Card,Annually
2132,19,52,3.6,9,18-22,50-54,3.5-3.9,6-10,Male,Shorts,Clothing,Montana,MT,M,Red,Fall,No,Express,No,No,Bank Transfer,Fortnightly
2133,25,87,4.7,15,23-27,85-89,4.5-5.0,11-15,Male,Skirt,Clothing,Vermont,VT,M,Magenta,Fall,No,2-Day Shipping,No,No,Debit Card,Weekly
2134,21,34,3.8,13,18-22,30-34,3.5-3.9,11-15,Male,Hat,Accessories,Maine,ME,M,Olive,Summer,No,Standard,No,No,Bank Transfer,Annually
2135,55,41,2.9,35,53-57,40-44,2.5-2.9,31-35,Male,Sandals,Footwear,Virginia,VA,XL,Maroon,Winter,No,Standard,No,No,Credit Card,Fortnightly
2136,34,94,4.6,1,33-37,90-94,4.5-5.0,1-5,Male,Sunglasses,Accessories,California,CA,S,Yellow,Winter,No,Next Day Air,No,No,Debit Card,Every 3 Months
2137,47,93,2.8,25,43-47,90-94,2.5-2.9,21-25,Male,Sunglasses,Accessories,New York,NY,M,Red,Summer,No,Standard,No,No,Bank Transfer,Fortnightly
2138,27,51,4.6,20,23-27,50-54,4.5-5.0,16-20,Male,Socks,Clothing,Indiana,IN,XL,Purple,Winter,No,2-Day Shipping,No,No,Credit Card,Every 3 Months
2139,67,42,2.8,36,63-67,40-44,2.5-2.9,36-40,Male,Sweater,Clothing,Mississippi,MS,M,Teal,Fall,No,Next Day Air,No,No,Venmo,Quarterly
2140,40,95,3.0,33,38-42,95-100,3.0-3.4,31-35,Male,Boots,Footwear,New York,NY,M,Red,Winter,No,Free Shipping,No,No,Cash,Weekly
2141,53,90,3.7,36,53-57,90-94,3.5-3.9,36-40,Male,Handbag,Accessories,New Mexico,NM,M,Brown,Fall,No,Standard,No,No,Cash,Fortnightly
2142,24,98,4.1,32,23-27,95-100,4.0-4.4,31-35,Male,Dress,Clothing,Kentucky,KY,M,Peach,Winter,No,2-Day Shipping,No,No,PayPal,Annually
2143,47,39,4.3,21,43-47,35-39,4.0-4.4,21-25,Male,Hat,Accessories,North Dakota,ND,M,Maroon,Winter,No,Next Day Air,No,No,Venmo,Quarterly
2144,53,66,3.8,48,53-57,65-69,3.5-3.9,46-50,Male,Sandals,Footwear,Arkansas,AR,L,Red,Fall,No,Next Day Air,No,No,Venmo,Bi-Weekly
2145,47,23,3.7,25,43-47,20-24,3.5-3.9,21-25,Male,Shoes,Footwear,Maryland,MD,L,Orange,Winter,No,Free Shipping,No,No,PayPal,Quarterly
2146,38,73,4.8,32,38-42,70-74,4.5-5.0,31-35,Male,Skirt,Clothing,Connecticut,CT,S,White,Winter,No,Standard,No,No,PayPal,Annually
2147,48,23,4.6,45,48-52,20-24,4.5-5.0,41-45,Male,Sunglasses,Accessories,Utah,UT,XL,White,Summer,No,Standard,No,No,PayPal,Every 3 Months
2148,47,43,4.8,4,43-47,40-44,4.5-5.0,1-5,Male,Skirt,Clothing,Missouri,MO,S,Charcoal,Fall,No,Standard,No,No,Cash,Fortnightly
2149,19,45,4.6,19,18-22,45-49,4.5-5.0,16-20,Male,T-shirt,Clothing,Nebraska,NE,XL,Turquoise,Winter,No,2-Day Shipping,No,No,PayPal,Bi-Weekly
2150,38,21,4.0,1,38-42,20-24,4.0-4.4,1-5,Male,Sandals,Footwear,Hawaii,HI,L,Orange,Winter,No,Standard,No,No,Bank Transfer,Weekly
2151,57,40,2.6,12,53-57,40-44,2.5-2.9,11-15,Male,Shirt,Clothing,Illinois,IL,M,Orange,Spring,No,2-Day Shipping,No,No,Cash,Weekly
2152,70,58,2.6,18,68-70,55-59,2.5-2.9,16-20,Male,Jeans,Clothing,Vermont,VT,L,Brown,Fall,No,2-Day Shipping,No,No,Venmo,Monthly
2153,38,48,4.5,43,38-42,45-49,4.5-5.0,41-45,Male,Shorts,Clothing,New Jersey,NJ,L,Magenta,Summer,No,Next Day Air,No,No,Bank Transfer,Bi-Weekly
2154,35,94,4.2,31,33-37,90-94,4.0-4.4,31-35,Male,Shirt,Clothing,Kentucky,KY,M,Violet,Fall,No,Free Shipping,No,No,PayPal,Annually
2155,46,74,3.4,33,43-47,70-74,3.0-3.4,31-35,Male,Scarf,Accessories,Wyoming,WY,M,Violet,Spring,No,Store Pickup,No,No,Cash,Every 3 Months
2156,32,51,3.7,46,28-32,50-54,3.5-3.9,46-50,Male,Handbag,Accessories,Hawaii,HI,L,Yellow,Fall,No,Store Pickup,No,No,PayPal,Monthly
2157,38,83,3.6,41,38-42,80-84,3.5-3.9,41-45,Male,Skirt,Clothing,Missouri,MO,M,Maroon,Winter,No,Next Day Air,No,No,Debit Card,Bi-Weekly
2158,41,68,4.0,41,38-42,65-69,4.0-4.4,41-45,Male,Handbag,Accessories,Mississippi,MS,L,Turquoise,Winter,No,Next Day Air,No,No,Venmo,Fortnightly
2159,19,84,4.6,9,18-22,80-84,4.5-5.0,6-10,Male,Gloves,Accessories,Massachusetts,MA,XL,Olive,Spring,No,Standard,No,No,Bank Transfer,Fortnightly
2160,18,58,3.0,34,18-22,55-59,3.0-3.4,31-35,Male,Shirt,Clothing,Louisiana,LA,M,Peach,Fall,No,Free Shipping,No,No,Cash,Annually
2161,45,92,3.3,21,43-47,90-94,3.0-3.4,21-25,Male,Blouse,Clothing,West Virginia,WV,L,Charcoal,Winter,No,Express,No,No,PayPal,Annually
2162,23,69,3.8,5,23-27,65-69,3.5-3.9,1-5,Male,Dress,Clothing,Washington,WA,S,Peach,Summer,No,Express,No,No,Debit Card,Fortnightly
2163,60,48,2.7,32,58-62,45-49,2.5-2.9,31-35,Male,Shorts,Clothing,Oregon,OR,S,Black,Summer,No,Free Shipping,No,No,PayPal,Weekly
2164,52,60,4.5,44,48-52,60-64,4.5-5.0,41-45,Male,Shoes,Footwear,New York,NY,L,Gray,Spring,No,Express,No,No,Bank Transfer,Monthly
2165,42,20,4.8,46,38-42,20-24,4.5-5.0,46-50,Male,Sandals,Footwear,Iowa,IA,S,Olive,Winter,No,Next Day Air,No,No,PayPal,Bi-Weekly
2166,29,55,4.2,42,28-32,55-59,4.0-4.4,41-45,Male,Pants,Clothing,Idaho,ID,M,Turquoise,Summer,No,Express,No,No,Credit Card,Every 3 Months
2167,31,88,3.5,50,28-32,85-89,3.5-3.9,46-50,Male,Jacket,Outerwear,New Jersey,NJ,S,Purple,Spring,No,Express,No,No,Credit Card,Bi-Weekly
2168,30,48,4.9,33,28-32,45-49,4.5-5.0,31-35,Male,Skirt,Clothing,Ohio,OH,L,Green,Winter,No,Standard,No,No,Venmo,Fortnightly
2169,23,74,4.1,32,23-27,70-74,4.0-4.4,31-35,Male,Handbag,Accessories,Connecticut,CT,M,Beige,Spring,No,Next Day Air,No,No,Cash,Quarterly
2170,31,42,2.9,32,28-32,40-44,2.5-2.9,31-35,Male,Coat,Outerwear,Florida,FL,M,Brown,Fall,No,Next Day Air,No,No,Bank Transfer,Bi-Weekly
2171,40,32,4.0,37,38-42,30-34,4.0-4.4,36-40,Male,Sweater,Clothing,South Carolina,SC,M,Turquoise,Fall,No,Next Day Air,No,No,Venmo,Every 3 Months
2172,39,98,4.6,9,38-42,95-100,4.5-5.0,6-10,Male,Shorts,Clothing,Missouri,MO,M,Yellow,Summer,No,Store Pickup,No,No,Cash,Fortnightly
2173,28,89,2.8,6,28-32,85-89,2.5-2.9,6-10,Male,Skirt,Clothing,Rhode Island,RI,S,Lavender,Fall,No,Store Pickup,No,No,PayPal,Fortnightly
2174,23,97,5.0,36,23-27,95-100,4.5-5.0,36-40,Male,Gloves,Accessories,Delaware,DE,S,Cyan,Summer,No,2-Day Shipping,No,No,Venmo,Quarterly
2175,42,49,2.9,1,38-42,45-49,2.5-2.9,1-5,Male,Backpack,Accessories,Colorado,CO,S,Olive,Spring,No,Store Pickup,No,No,Cash,Annually
2176,68,50,3.3,48,68-70,50-54,3.0-3.4,46-50,Male,Dress,Clothing,Nebraska,NE,M,Silver,Spring,No,Free Shipping,No,No,Credit Card,Fortnightly
2177,24,91,3.4,44,23-27,90-94,3.0-3.4,41-45,Male,Belt,Accessories,Vermont,VT,S,Red,Winter,No,2-Day Shipping,No,No,Debit Card,Quarterly
2178,24,93,3.0,9,23-27,90-94,3.0-3.4,6-10,Male,Gloves,Accessories,Montana,MT,XL,Green,Winter,No,Express,No,No,PayPal,Bi-Weekly
2179,21,98,4.7,32,18-22,95-100,4.5-5.0,31-35,Male,Jewelry,Accessories,Florida,FL,M,Gold,Summer,No,Standard,No,No,Venmo,Annually
2180,49,82,2.9,14,48-52,80-84,2.5-2.9,11-15,Male,Socks,Clothing,Delaware,DE,L,Lavender,Fall,No,Next Day Air,No,No,PayPal,Monthly
2181,41,37,4.1,43,38-42,35-39,4.0-4.4,41-45,Male,Coat,Outerwear,Connecticut,CT,M,Yellow,Summer,No,Store Pickup,No,No,Cash,Quarterly
2182,22,63,3.2,32,18-22,60-64,3.0-3.4,31-35,Male,Handbag,Accessories,Hawaii,HI,M,Black,Fall,No,Free Shipping,No,No,Bank Transfer,Bi-Weekly
